S_N,Site_ID,Site_Name,cell Name,LAC,Cell_ID,LAT,LONG,NEAREST_SCHOOL,Cell_Name
3275,SL0010,LBOJON,,4500,400101,7.96557,-11.73928,"Jennifer Gibson Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Methodist Primary School Upper(Primary)|Approved|Mission/religious group,Methodist Primary School Lower(Primary)|Approved|Mission/religious group,Methodist Junior Secondary High School(Junior Secondary)|Approved|Mission/religious group,Methodist High School   Bo City(Senior Secondary)|Not Approved|Mission/religious group",LBOJON1
3276,SL0010,LBOJON,,4500,400102,7.96557,-11.73928,"Jennifer Gibson Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Methodist Primary School Upper(Primary)|Approved|Mission/religious group,Methodist Primary School Lower(Primary)|Approved|Mission/religious group,Methodist Junior Secondary High School(Junior Secondary)|Approved|Mission/religious group,Methodist High School   Bo City(Senior Secondary)|Not Approved|Mission/religious group",LBOJON2
3277,SL0010,LBOJON,,4500,400103,7.96557,-11.73928,"Jennifer Gibson Memorial Pre-School(Pre-Primary)|Approved|Mission/religious group,Methodist Primary School Upper(Primary)|Approved|Mission/religious group,Methodist Primary School Lower(Primary)|Approved|Mission/religious group,Methodist Junior Secondary High School(Junior Secondary)|Approved|Mission/religious group,Methodist High School   Bo City(Senior Secondary)|Not Approved|Mission/religious group",LBOJON3
32,SL0011,Leicester Peak,,21000,20111,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LCESTR1
33,SL0011,Leicester Peak,,21000,20114,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LCESTR4
34,SL0011,Leicester Peak,,21000,20115,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LCESTR5
1205,SL0011,Leicester Peak,,30000,30111,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRI
1206,SL0011,Leicester Peak,,30000,30112,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRJ
1207,SL0011,Leicester Peak,,30000,30113,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRK
1208,SL0011,Leicester Peak,,30000,30114,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRM
1209,SL0011,Leicester Peak,,30000,30115,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRN
1210,SL0011,Leicester Peak,,30000,30116,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRP
1211,SL0011,Leicester Peak,,30000,30117,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRX
1212,SL0011,Leicester Peak,,30000,30118,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRY
1213,SL0011,Leicester Peak,,30000,30119,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",ULCSTRZ
3209,SL0011,LLCSTR,,4100,400111,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LLCSTR1
3210,SL0011,LLCSTR,,4100,400112,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LLCSTR2
3211,SL0011,LLCSTR,,4100,400113,8.44968,-13.22355,"Agape Baptist Pre-Primary School(Pre-Primary)|Not Approved|Private,Agape Baptist Primary School(Primary)|Not Approved|Private,Akmimif Islamic Primary School(Primary)|Applied for Approval|Community,St Mark Senior Secondary School(Senior Secondary)|Not Approved|Community,Logos Academy Senior Secondary School(Senior Secondary)|Applied for Approval|Mission/religious group",LLCSTR3
35,SL0012,Cline Town,,22000,20121,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",CLINE1
36,SL0012,Cline Town,,22000,20122,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",CLINE2
37,SL0012,Cline Town,,22000,20123,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",CLINE3
1214,SL0012,Cline Town,,31000,10121,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEA
1215,SL0012,Cline Town,,31000,10122,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEB
1216,SL0012,Cline Town,,31000,10123,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEC
1217,SL0012,Cline Town,,31000,30121,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEI
1218,SL0012,Cline Town,,31000,30122,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEJ
1219,SL0012,Cline Town,,31000,30123,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEK
1220,SL0012,Cline Town,,31000,30124,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEM
1221,SL0012,Cline Town,,31000,30125,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEN
1222,SL0012,Cline Town,,31000,30126,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEP
1223,SL0012,Cline Town,,31000,30127,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEX
1224,SL0012,Cline Town,,31000,30128,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEY
1225,SL0012,Cline Town,,31000,30129,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",UCLINEZ
3194,SL0012,LCLINE,,4200,400121,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",LCLINE1
3195,SL0012,LCLINE,,4200,400122,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",LCLINE2
3196,SL0012,LCLINE,,4200,400123,8.489666,-13.210476,"Sierra Leone Islamic Federation Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Bethel Pre-Primary School(Pre-Primary)|Approved|Private,Bishop Crowther Pre-School(Pre-Primary)|Approved|Mission/religious group,Bishop Crowther Primary School(Primary)|Approved|Mission/religious group,Bishop Crother Infant Primary School(Primary)|Approved|Mission/religious group",LCLINE3
38,SL0013,Moyamba,,23000,20131,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",MOYAMB1
39,SL0013,Moyamba,,23000,20132,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",MOYAMB2
40,SL0013,Moyamba,,23000,20133,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",MOYAMB3
1226,SL0013,Moyamba,,35000,10131,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBA
1227,SL0013,Moyamba,,35000,10132,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBB
1228,SL0013,Moyamba,,35000,10133,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBC
1229,SL0013,Moyamba,,35000,30134,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBM
1230,SL0013,Moyamba,,35000,30135,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBN
1231,SL0013,Moyamba,,35000,30136,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBP
1232,SL0013,Moyamba,,35000,30137,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBX
1233,SL0013,Moyamba,,35000,30138,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBY
1234,SL0013,Moyamba,,35000,30139,8.169921,-12.418583,"Saint Martins College(Senior Secondary)|Not Approved|Private,St Martin's College School(Junior Secondary)|Not Approved|Private,Ahmadiyya Muslim Primary School (Primary)|Not Approved|Mission/religious group,Fergusson Memorial Secondary School(Junior Secondary)|Approved|Mission/religious group,Fergusson Memorial Secondary School(Senior Secondary)|Approved|Mission/religious group",UMYAMBZ
41,SL0014,Bagbo Hill,,27000,20141,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",BAGBO1
42,SL0014,Bagbo Hill,,27000,20142,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",BAGBO2
43,SL0014,Bagbo Hill,,27000,20143,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",BAGBO3
1235,SL0014,Bagbo Hill,,34000,30141,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOI
1236,SL0014,Bagbo Hill,,34000,30142,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOJ
1237,SL0014,Bagbo Hill,,34000,30143,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOK
1238,SL0014,Bagbo Hill,,34000,30144,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOM
1239,SL0014,Bagbo Hill,,34000,30145,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBON
1240,SL0014,Bagbo Hill,,34000,30146,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOP
1241,SL0014,Bagbo Hill,,34000,30147,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOX
1242,SL0014,Bagbo Hill,,34000,30148,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOY
1243,SL0014,Bagbo Hill,,34000,30149,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",UBAGBOZ
3266,SL0014,LBAGBO,,4500,400141,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",LBAGBO1
3267,SL0014,LBAGBO,,4500,400142,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",LBAGBO2
3268,SL0014,LBAGBO,,4500,400143,7.950167,-11.74022,"Maatin Luther Memorial Pre-Primary School(Pre-Primary)|Not Approved|Mission/religious group,Martin Luther Memorial Primary School(Primary)|Approved|Mission/religious group,National Islamic Primary School(Primary)|Approved|Mission/religious group,National Islamic Pre School Kennedy(Pre-Primary)|Not Approved|Mission/religious group,National Islamic Junior Secondary School(Junior Secondary)|Approved|Mission/religious group",LBAGBO3
44,SL0015,Dama Road,,26000,20151,7.859196,-11.18675,"Fatima Zahara Islamic Pre-Primary(Pre-Primary)|Not Approved|Mission/religious group,Al Rasul Al Azam(Primary)|Approved|Mission/religious group,Integrated Community Primary Kpetema(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Community Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Sierra Leone Muslim Community Primary School Kpetema Kenema(Primary)|Approved|Mission/religious group",DAMA1
45,SL0015,Dama Road,,26000,20152,7.859196,-11.18675,"Fatima Zahara Islamic Pre-Primary(Pre-Primary)|Not Approved|Mission/religious group,Al Rasul Al Azam(Primary)|Approved|Mission/religious group,Integrated Community Primary Kpetema(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Community Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Sierra Leone Muslim Community Primary School Kpetema Kenema(Primary)|Approved|Mission/religious group",DAMA2
46,SL0015,Dama Road,,26000,20153,7.859196,-11.18675,"Fatima Zahara Islamic Pre-Primary(Pre-Primary)|Not Approved|Mission/religious group,Al Rasul Al Azam(Primary)|Approved|Mission/religious group,Integrated Community Primary Kpetema(Primary)|Approved|Mission/religious group,Sierra Leone Muslim Community Junior Secondary School(Junior Secondary)|Approved|Mission/religious group,Sierra Leone Muslim Community Primary School Kpetema Kenema(Primary)|Approved|Mission/religious group",DAMA3
